Search Information
System/Overall Polymer SQL:,Mn < 75000
Individual Block Search
Block #1,Subgraph:,COC rep,SQL:,f < 0.3
""
BCDB HITS IN TABLE diblock
ind,ORCID,DOI,phase1,phase2,T,notes,BigSMILES,Mn,Mw,D,N,name1,Mn1,Mw1,D1,N1,f1,ftot1,w1,rho1,name2,Mn2,Mw2,D2,N2,f2,ftot2,w2,rho2
120,0000-0001-7737-0526,https://doi.org/10.1016/S0032-3861(02)00457-3,cylinder,,160.0,"""No ODT was found for these materials below 160C""","{[][<]CCO[>][<]}{[$][$]C\C=C/C[$],[$]C\C=C\C[$],[$]CC(C=C)[$][]}",14300.0,,,,PEO,,,,,0.248,0.248,,,14PB,,,,,0.752,0.752,,
199,0000-0001-7737-0526,https://doi.org/10.1021/ma960105f,disordered,,25.0,"""Series A...all melt directly into the disordered phase""",COCCOCCO{[>][<]CCO[>][<]}{[>][<]C(CC)CO[>][<]}[H],2300.0,,,,PEO,,,,,0.28,0.28,,,POB,,,,,0.72,0.72,,
203,0000-0001-7737-0526,https://doi.org/10.1039/B102784K,sphere,,50.0,,{[][<]CCO[>][<]}{[>][<]C(CC)CO[>][]},7400.0,,,,PEO,,,,,0.21,0.21,,,POB,,,,,0.79,0.79,,
204,0000-0001-7737-0526,https://doi.org/10.1039/B102784K,sphere,disordered,60.0,,{[][<]CCO[>][<]}{[>][<]C(CC)CO[>][]},7400.0,,,,PEO,,,,,0.21,0.21,,,POB,,,,,0.79,0.79,,
205,0000-0001-7737-0526,https://doi.org/10.1039/B102784K,cylinder,,70.0,,{[][<]CCO[>][<]}{[>][<]C(CC)CO[>][]},2300.0,,,,PEO,,,,,0.27,0.27,,,POB,,,,,0.73,0.73,,
206,0000-0001-7737-0526,https://doi.org/10.1039/B102784K,cylinder,disordered,112.0,,{[][<]CCO[>][<]}{[>][<]C(CC)CO[>][]},2300.0,,,,PEO,,,,,0.27,0.27,,,POB,,,,,0.73,0.73,,
207,0000-0001-7737-0526,https://doi.org/10.1039/B102784K,disordered,,70.0,,{[][<]CCO[>][<]}{[>][<]C(CC)CO[>][]},7200.0,,,,PEO,,,,,0.28,0.28,,,POB,,,,,0.72,0.72,,
208,0000-0001-7737-0526,https://doi.org/10.1039/B102784K,cylinder,,70.0,,{[][<]CCO[>][<]}{[>][<]C(CC)CO[>][]},6500.0,,,,PEO,,,,,0.286,0.286,,,POB,,,,,0.714,0.714,,
209,0000-0001-7737-0526,https://doi.org/10.1039/B102784K,cylinder,disordered,93.0,,{[][<]CCO[>][<]}{[>][<]C(CC)CO[>][]},6500.0,,,,PEO,,,,,0.286,0.286,,,POB,,,,,0.714,0.714,,
265,0000-0003-4629-3817,https://doi.org/10.1063/1.478122,sphere,disordered,53.85000000000002,,"CCC(C){[$][$]C\C=C(C)/C[$],[$]C\C=C(C)\C[$],[$]CC(C(C)=C)[$],[$]CC(C)(C=C)[$][$]}{[>][<]CCO[>][<]}[H]",6600.0,6930.0,1.05,,PI,,,,,0.84,0.84,,,PEO,,,,,0.16000000000000003,0.16000000000000003,,
270,0000-0003-4629-3817,https://doi.org/10.1063/1.478122,lamellar,sphere,-38.14999999999998,"""2 is crucial for differentiating the two structures and at present we can not exclude the formation of a sc structure. However, based on Leibler’s mean-field phase diagramm1 and on the complete SCFT,12 the bcc structure is more likely to occur.""","CCC(C){[$][$]C\C=C(C)/C[$],[$]C\C=C(C)\C[$],[$]CC(C(C)=C)[$],[$]CC(C)(C=C)[$][$]}{[>][<]CCO[>][<]}[H]",11800.0,12390.0,1.05,,PI,,,,,0.92,0.92,,,PEO,,,,,0.07999999999999996,0.07999999999999996,,
271,0000-0003-4629-3817,https://doi.org/10.1063/1.478122,lamellar,cylinder,-24.149999999999977,,"CCC(C){[$][$]C\C=C(C)/C[$],[$]C\C=C(C)\C[$],[$]CC(C(C)=C)[$],[$]CC(C)(C=C)[$][$]}{[>][<]CCO[>][<]}[H]",14900.0,15943.000000000002,1.07,,PI,,,,,0.76,0.76,,,PEO,,,,,0.24,0.24,,
273,0000-0003-4629-3817,https://doi.org/10.1063/1.478122,lamellar,disordered,49.85000000000002,,"CCC(C){[$][$]C\C=C(C)/C[$],[$]C\C=C(C)\C[$],[$]CC(C(C)=C)[$],[$]CC(C)(C=C)[$][$]}{[>][<]CCO[>][<]}[H]",5400.0,5778.0,1.07,,PI,,,,,0.85,0.85,,,PEO,,,,,0.15000000000000002,0.15000000000000002,,
