Sample,Quality Control,,System,,,,Overall Polymer,,,,,Individual Block 1,,,,,,,,,Individual Block 2,,,,,,,,,Individual Block 3,,,,,,,,,Individual Block 4,,,,,,,,,Individual Block 5,,,,,,,,,Individual Block 6,,,,,,,,,Individual Block 7,,,,,,,,,Individual Block 8,,,,,,,,,Individual Block 9,,,,,,,,,Individual Block 10,,,,,,,,,Individual Block 11,,,,,,,,,Standard Deviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard Error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Uncertainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ind,ORCID,DOI,phase1,phase2,T,notes,BigSMILES,Mn,Mw,D,N,name1,Mn1,Mw1,D1,N1,f1,ftot1,w1,rho1,name2,Mn2,Mw2,D2,N2,f2,ftot2,w2,rho2,name3,Mn3,Mw3,D3,N3,f3,ftot3,w3,rho3,name4,Mn4,Mw4,D4,N4,f4,ftot4,w4,rho4,name5,Mn5,Mw5,D5,N5,f5,ftot5,w5,rho5,name6,Mn6,Mw6,D6,N6,f6,ftot6,w6,rho6,name7,Mn7,Mw7,D7,N7,f7,ftot7,w7,rho7,name8,Mn8,Mw8,D8,N8,f8,ftot8,w8,rho8,name9,Mn9,Mw9,D9,N9,f9,ftot9,w9,rho9,name10,Mn10,Mw10,D10,N10,f10,ftot10,w10,rho10,name11,Mn11,Mw11,D11,N11,f11,ftot11,w11,rho11,Tstd,Mnstd,Mwstd,Dstd,Nstd,Mn1std,Mw1std,D1std,N1std,f1std,ftot1std,w1std,rho1std,Mn2std,Mw2std,D2std,N2std,f2std,ftot2std,w2std,rho2std,Mn3std,Mw3std,D3std,N3std,f3std,ftot3std,w3std,rho3std,Mn4std,Mw4std,D4std,N4std,f4std,ftot4std,w4std,rho4std,Mn5std,Mw5std,D5std,N5std,f5std,ftot5std,w5std,rho5std,Mn6std,Mw6std,D6std,N6std,f6std,ftot6std,w6std,rho6std,Mn7std,Mw7std,D7std,N7std,f7std,ftot7std,w7std,rho7std,Mn8std,Mw8std,D8std,N8std,f8std,ftot8std,w8std,rho8std,Mn9std,Mw9std,D9std,N9std,f9std,ftot9std,w9std,rho9std,Mn10std,Mw10std,D10std,N10std,f10std,ftot10std,w10std,rho10std,Mn11std,Mw11std,D11std,N11std,f11std,ftot11std,w11std,rho11std,Tse,Mnse,Mwse,Dse,Nse,Mn1se,Mw1se,D1se,N1se,f1se,ftot1se,w1se,rho1se,Mn2se,Mw2se,D2se,N2se,f2se,ftot2se,w2se,rho2se,Mn3se,Mw3se,D3se,N3se,f3se,ftot3se,w3se,rho3se,Mn4se,Mw4se,D4se,N4se,f4se,ftot4se,w4se,rho4se,Mn5se,Mw5se,D5se,N5se,f5se,ftot5se,w5se,rho5se,Mn6se,Mw6se,D6se,N6se,f6se,ftot6se,w6se,rho6se,Mn7se,Mw7se,D7se,N7se,f7se,ftot7se,w7se,rho7se,Mn8se,Mw8se,D8se,N8se,f8se,ftot8se,w8se,rho8se,Mn9se,Mw9se,D9se,N9se,f9se,ftot9se,w9se,rho9se,Mn10se,Mw10se,D10se,N10se,f10se,ftot10se,w10se,rho10se,Mn11se,Mw11se,D11se,N11se,f11se,ftot11se,w11se,rho11se,Tunc,Tdesc,Mnunc,Mndesc,Mwunc,Mwdesc,Dunc,Ddesc,Nunc,Ndesc,Mn1unc,Mn1desc,Mw1unc,Mw1desc,D1unc,D1desc,N1unc,N1desc,f1unc,f1desc,ftot1unc,ftot1desc,w1unc,w1desc,rho1unc,rho1desc,Mn2unc,Mn2desc,Mw2unc,Mw2desc,D2unc,D2desc,N2unc,N2desc,f2unc,f2desc,ftot2unc,ftot2desc,w2unc,w2desc,rho2unc,rho2desc,Mn3unc,Mn3desc,Mw3unc,Mw3desc,D3unc,D3desc,N3unc,N3desc,f3unc,f3desc,ftot3unc,ftot3desc,w3unc,w3desc,rho3unc,rho3desc,Mn4unc,Mn4desc,Mw4unc,Mw4desc,D4unc,D4desc,N4unc,N4desc,f4unc,f4desc,ftot4unc,ftot4desc,w4unc,w4desc,rho4unc,rho4desc,Mn5unc,Mn5desc,Mw5unc,Mw5desc,D5unc,D5desc,N5unc,N5desc,f5unc,f5desc,ftot5unc,ftot5desc,w5unc,w5desc,rho5unc,rho5desc,Mn6unc,Mn6desc,Mw6unc,Mw6desc,D6unc,D6desc,N6unc,N6desc,f6unc,f6desc,ftot6unc,ftot6desc,w6unc,w6desc,rho6unc,rho6desc,Mn7unc,Mn7desc,Mw7unc,Mw7desc,D7unc,D7desc,N7unc,N7desc,f7unc,f7desc,ftot7unc,ftot7desc,w7unc,w7desc,rho7unc,rho7desc,Mn8unc,Mn8desc,Mw8unc,Mw8desc,D8unc,D8desc,N8unc,N8desc,f8unc,f8desc,ftot8unc,ftot8desc,w8unc,w8desc,rho8unc,rho8desc,Mn9unc,Mn9desc,Mw9unc,Mw9desc,D9unc,D9desc,N9unc,N9desc,f9unc,f9desc,ftot9unc,ftot9desc,w9unc,w9desc,rho9unc,rho9desc,Mn10unc,Mn10desc,Mw10unc,Mw10desc,D10unc,D10desc,N10unc,N10desc,f10unc,f10desc,ftot10unc,ftot10desc,w10unc,w10desc,rho10unc,rho10desc,Mn11unc,Mn11desc,Mw11unc,Mw11desc,D11unc,D11desc,N11unc,N11desc,f11unc,f11desc,ftot11unc,ftot11desc,w11unc,w11desc,rho11unc,rho11desc
0,0000-0001-5916-8834,https://doi.org/10.1021/ma0518104,lamellar,,25,,"{[][$]CC(C1CCCCC1)[$][$]}{[$][$]CCC(C)C[$],[$]CC(C(C)C)[$],[$]CC(C)(CC)[$][$]}{[$][$]CC(C1CCCCC1)[$][$]}{[$][$]CCC(C)C[$],[$]CC(C(C)C)[$],[$]CC(C)(CC)[$][$]}{[$][$]CC(C1CCCCC1)[$][$]}{[$][$]CCC(C)C[$],[$]CC(C(C)C)[$],[$]CC(C)(CC)[$][$]}{[$][$]CC(C1CCCCC1)[$][$]}{[$][$]CCC(C)C[$],[$]CC(C(C)C)[$],[$]CC(C)(CC)[$][$]}{[$][$]CC(C1CCCCC1)[$][$]}{[$][$]CCC(C)C[$],[$]CC(C(C)C)[$],[$]CC(C)(CC)[$][$]}{[$][$]CC(C1CCCCC1)[$][]}",163000,,,,PVCH,,,,,,0.51,,1.04,PEP,,,,,,0.49,,0.93,PVCH,,,,,,0.51,,1.04,PEP,,,,,,0.49,,0.93,PVCH,,,,,,0.51,,1.04,PEP,,,,,,0.49,,0.93,PVCH,,,,,,0.51,,1.04,PEP,,,,,,0.49,,0.93,PVCH,,,,,,0.51,,1.04,PEP,,,,,,0.49,,0.93,PVCH,,,,,,0.51,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
